idx,p_old,sigma_now,sample_vol,omega_old,alpha_old,beta_old,gamma_old,vol_inf_current_impl,ratio_inf_to_sigma,ratio_inf_to_sample,omega_sigma_anchor,omega_ratio_old_to_sigma_anchor
936,1.0,0.018022254838836526,0.0165809427896733,3.2090925773994137e-06,0.04482863990146554,0.97747526058772,-0.044607797832852486,0.012667068677084314,0.7028570392750073,0.7639534637905773,6.496033389519337e-06,0.4940080176584291
940,1.0,0.017653372705734166,0.016573504078812994,3.281608334315695e-06,0.046183459474417904,0.9766794611833703,-0.04572580595846447,0.01280938783532556,0.7256056986303142,0.7728834997362235,6.232831357751137e-06,0.5265036298847864
942,1.0,0.01752479541624399,0.016563597166594893,3.4530438922076397e-06,0.04852908393136711,0.9755357286547787,-0.04812960572685578,0.013139718208941198,0.7497786933798839,0.79328892611812,6.142369087624167e-06,0.562168089046446
946,1.0,0.01756548318457606,0.01658941036118529,3.521590193682897e-06,0.04970358969265505,0.9749165186278288,-0.049240212994703374,0.013269495457030184,0.7554301420345723,0.7998774620752764,6.170923990152491e-06,0.5706746994943741
948,1.0,0.017358893848983675,0.01657491941382347,3.775523709444532e-06,0.052956285682254675,0.9733705193084271,-0.052653587045535424,0.013739584617892474,0.7915011600060505,0.8289382454815238,6.0266239132056374e-06,0.6264740862909235
950,1.0,0.017084768595203578,0.016573022989993812,3.808182223761869e-06,0.05360275389378166,0.9729729690772078,-0.053151442869633574,0.013798880794763473,0.8076715068085504,0.8326109728499583,5.837786359033125e-06,0.6523332629103943
951,1.0,0.01696738417948247,0.016581479895308483,3.8115096398266955e-06,0.05366217902051466,0.9729478423063229,-0.0532200419287973,0.013804907895068863,0.8136143879951879,0.8325498075099307,5.757842517883045e-06,0.6619683723527842
952,1.0,0.016823638609986608,0.016582206643563625,3.812123772023275e-06,0.053895059193880615,0.9727858638409016,-0.0533618432503985,0.013806020013065483,0.8206322266617253,0.8325803863036698,5.660696321588616e-06,0.6734372514357813
954,1.0,0.01690620669289193,0.016600015849665514,3.8133962316635683e-06,0.054023406951313614,0.9727067463262795,-0.05346029924358996,0.013808323996168981,0.8167606280345887,0.831825952530474,5.716396494855747e-06,0.667097923507456
956,1.0,0.017111265564821503,0.016611260690091896,3.829296345216884e-06,0.05443398284869316,0.9724624011322568,-0.05379276003919681,0.013837081240667957,0.8086532926655737,0.8329940453539055,5.855908184596895e-06,0.6539201477388742
957,1.0,0.01698719475320128,0.016610645152408263,3.871242652240576e-06,0.05500324534799116,0.9721828316102386,-0.05437215147475056,0.013912660874614482,0.8190087343286981,0.8375749856168218,5.771295711663787e-06,0.6707753069066961
959,1.0,0.016914996737374222,0.016612156537297036,3.872936680658914e-06,0.05529971119459218,0.9719520530792212,-0.05450352556975172,0.01391570458269884,0.8226844378841439,0.8376820042271925,5.722342292507617e-06,0.6768096843367498
960,1.0,0.01932301521178774,0.01668126525288824,3.898288586967429e-06,0.05451089334819426,0.9726262617262661,-0.054274310148755216,0.013961175786744155,0.7225153856023118,0.8369374609834754,7.467578337499614e-06,0.5220284824320574
