date,sigma_garch_1d,sigma_source,delta_sigma,vol_ratio,vol_of_vol,thr_5,thr_10,thr_20,q01_5,q05_5,q10_5,q25_5,q50_5,q75_5,q90_5,q95_5,q99_5,p_raw_5,p_cal_5,mc_se_5,ci_low_5,ci_high_5,paths_used_5,y_5,realized_return_5,calib_a_5,calib_b_5,q01_10,q05_10,q10_10,q25_10,q50_10,q75_10,q90_10,q95_10,q99_10,p_raw_10,p_cal_10,mc_se_10,ci_low_10,ci_high_10,paths_used_10,y_10,realized_return_10,calib_a_10,calib_b_10,q01_20,q05_20,q10_20,q25_20,q50_20,q75_20,q90_20,q95_20,q99_20,p_raw_20,p_cal_20,mc_se_20,ci_low_20,ci_high_20,paths_used_20,y_20,realized_return_20,calib_a_20,calib_b_20,risk_combo,p_meta20,meta_a,meta_b
2012-12-19,0.007738413239766977,garch,0.0,1.1365622515571112,0.0,0.034607236084206676,0.04894202262653265,0.06921447216841335,-0.04161682708020079,-0.02754736536738932,-0.021151303092908535,-0.011005707370554924,-0.00013235437177600007,0.01100166887787346,0.021247683008343256,0.028021408783169277,0.04300793642912762,0.04683333333333333,0.04683333333333333,0.0012198356750292533,0.04444245541027599,0.04922421125639067,30000,0.0,-0.0011657241403389973,0.0,1.0,-0.05779353923939375,-0.0403072754897758,-0.03103423950029526,-0.016309919204154866,-0.00035984520431070477,0.015718586156848458,0.031243646599960463,0.040332877724979045,0.05959811884738484,0.04833333333333333,0.04833333333333333,0.0012382409865372495,0.045906380999720324,0.05076028566694634,30000,0.0,-0.01577377834266902,0.0,1.0,-0.0782788321987735,-0.055734610193143214,-0.0436264164932879,-0.02320425181152208,-0.0008958873165075265,0.022321461428818412,0.04398765693232176,0.057361555884368184,0.08331218146566007,0.04526666666666666,0.04526666666666666,0.0012002443578365692,0.04291418772530699,0.04761914560802634,30000,0.0,-0.039156421112891304,0.0,1.0,0.04697,0.04697,0.0,1.0
2012-12-20,0.007736288796003924,garch,0.0,1.1562639218543358,0.0,0.03459773528286956,0.04892858646442828,0.06919547056573912,-0.041289760018556644,-0.027725915606935887,-0.021084086135370585,-0.01088172678146479,-0.00010285140406934845,0.010967450559834502,0.021602809369702713,0.028341471258532747,0.04290313518102073,0.04836666666666667,0.04836666666666667,0.0012386461994481747,0.045938920115748245,0.05079441321758509,30000,0.0,0.009013852504348607,0.0,1.0,-0.057895647456442045,-0.039312752369569236,-0.030251133955281416,-0.01605128111819698,-0.00032234989356760835,0.015517522919615556,0.030670016850423757,0.04050446622870045,0.060604636791026005,0.04886666666666667,0.04886666666666667,0.0012447049925659167,0.04642704488123747,0.051306288452095866,30000,0.0,-0.0016011365424984936,0.0,1.0,-0.07989429110930672,-0.055657412269159275,-0.0433926728726549,-0.023252367884701863,-0.0005885255530416189,0.022659156829684612,0.04511383521761643,0.058454536969716045,0.08472998405410415,0.0472,0.0472,0.0012243659583637565,0.044800242721607035,0.04959975727839296,30000,0.0,-0.02432659651574043,0.0,1.0,0.04828333333333333,0.04828333333333333,0.0,1.0
2012-12-21,0.007838023937510846,garch,0.0,1.223472148553079,0.0,0.035052708667089635,0.049572015994911095,0.07010541733417927,-0.041670795562515614,-0.028328999491682237,-0.02151672285263275,-0.011191546380264428,-0.00022595647929568585,0.01101300162920199,0.02183407803421562,0.02841968247929074,0.04292787202340343,0.04566666666666667,0.04566666666666667,0.0012052831233396605,0.043304311744920936,0.0480290215884124,30000,0.0,-0.026067398086824567,0.0,1.0,-0.0573742319666398,-0.03982563130947643,-0.030931852616671453,-0.016373893310405424,-0.0003520425303634167,0.01570925929877731,0.031237258523008453,0.04087168782679014,0.06052944880939595,0.0458,0.0458,0.0012069570552978815,0.043434364171616155,0.048165635828383846,30000,0.0,-0.01979517166057909,0.0,1.0,-0.0806712657887892,-0.05582022031031968,-0.04339853203965545,-0.02314902192305915,-0.00029816701845719606,0.02336499133666947,0.04522786887030623,0.05857359626912807,0.08591550087802058,0.047233333333333336,0.047233333333333336,0.0012247767899438596,0.04483277082504337,0.0496338958416233,30000,0.0,-0.04099235657133515,0.0,1.0,0.046020000000000005,0.046020000000000005,0.0,1.0
2012-12-24,0.00784116449340027,garch,0.0,1.2337349754565845,0.0,0.03506675366000141,0.049591878614370366,0.07013350732000281,-0.042273454154754773,-0.027939303847945803,-0.02117079991256495,-0.011062772213875305,4.150509448519468e-05,0.011371616656984829,0.021770674477194153,0.028510789336969822,0.04357991649077176,0.04733333333333333,0.04733333333333333,0.0012260082774175288,0.044930357109594976,0.04973630955707169,30000,0.0,-0.013050022450623366,0.0,1.0,-0.058723548416017964,-0.040028105743740605,-0.03080444000257866,-0.016119126967701652,-0.000420822997761805,0.01588501466101877,0.030804226334187362,0.0410515808904586,0.06075583391788749,0.04816666666666667,0.04816666666666667,0.001236212480238044,0.0457436902054001,0.05058964312793324,30000,0.0,-0.02604479362922929,0.0,1.0,-0.08032910965087174,-0.0557352994008881,-0.04346587780404857,-0.02333110071800029,-0.000475301377523607,0.022939904297267222,0.0445910473467089,0.058555018965748586,0.08719890460094581,0.0475,0.0475,0.0012280574090815135,0.045093007478200234,0.04990699252179977,30000,0.0,-0.05111009158304969,0.0,1.0,0.04761666666666667,0.04761666666666667,0.0,1.0
2012-12-25,0.007832646012256387,garch,0.0,1.2406607392665705,0.0,0.035028657854195865,0.04953800300913063,0.07005731570839173,-0.041388665733788105,-0.027969826114593782,-0.02125003972593854,-0.01095754445098826,-9.82160347107186e-07,0.010962308752207828,0.021648851895490064,0.02883879262554495,0.04377471320120145,0.0484,0.0484,0.0012390512499489276,0.045971459550100104,0.050828540449899894,30000,0.0,-0.006807724014591954,0.0,1.0,-0.05702180703959772,-0.03970698003450278,-0.030968225472343403,-0.01621411344061835,-0.0002452076440053741,0.015587628193318992,0.030573417372643928,0.04068085041757618,0.06025327014136304,0.04466666666666667,0.04466666666666667,0.001192637910342106,0.04232909636239614,0.0470042369709372,30000,0.0,-0.022597593788237336,0.0,1.0,-0.07965879993464525,-0.05645031139171059,-0.044018472647245586,-0.02362777596299137,-0.0006965532080906445,0.023080241059318718,0.04510309550094051,0.059419303026161926,0.08625668910496086,0.0475,0.0475,0.0012280574090815135,0.045093007478200234,0.04990699252179977,30000,0.0,-0.050163832919817186,0.0,1.0,0.0471,0.0471,0.0,1.0
2012-12-26,0.00781383216531319,garch,0.0,1.242869589896948,0.0,0.034944519772829336,0.049419013793350036,0.06988903954565867,-0.04188766328520797,-0.0278710032069667,-0.021300231951618252,-0.010999835760246934,-1.5058715908566889e-05,0.011171668164523418,0.021777403375040413,0.028684796708635607,0.04358107091453786,0.04856666666666667,0.04856666666666667,0.0012410740718635017,0.0461341614858142,0.050999171847519134,30000,0.0,-0.014625103037996356,-0.002341666666666667,1.0070558972954786,-0.05687575963119164,-0.03992765239537342,-0.03067794496715661,-0.01629203877991628,-0.0002980711349954701,0.01577034127821869,0.030885643721734704,0.04056217699887586,0.05987502100840993,0.047066666666666666,0.047066666666666666,0.0012227209487526247,0.04467013360711152,0.04946319972622181,30000,0.0,-0.03611465836453853,0.0,1.0,-0.07948413044107329,-0.05643787604607458,-0.04414404512857859,-0.02365096256302046,-0.0010582439870905347,0.022236708727408794,0.04470689131157541,0.05790426995637156,0.08629096577466244,0.04586666666666667,0.04586666666666667,0.0012077929672969004,0.04349939245076474,0.04823394088256859,30000,0.0,-0.05270740094447335,0.0,1.0,0.04757666666666667,0.04757666666666667,0.0,1.0
2012-12-27,0.007796711330871354,garch,0.0,1.1216016094685113,0.0,0.03486795307354241,0.04931073212879231,0.06973590614708482,-0.04191305715925578,-0.028326865297197235,-0.021825673376721887,-0.01140960700069571,-0.0004569123897981142,0.010640142112450457,0.021388865381944785,0.02840068554262476,0.04210675801777904,0.04713333333333333,0.04713333333333333,0.0012235437905556985,0.044735187503844163,0.0495314791628225,30000,0.0,-0.010520161859523536,-0.0040516865658361345,1.0121506774618378,-0.057209705269610174,-0.03927468409721288,-0.030811317324686737,-0.016046142868978236,-0.00014215886354679297,0.01615475238166486,0.030982574276844883,0.04041719907633653,0.06041999134192418,0.04583333333333333,0.04583333333333333,0.0012073750989769624,0.043466878139338486,0.048199788527328175,30000,0.0,-0.043372343581420836,0.0,1.0,-0.07949146813879644,-0.05605144296167848,-0.04394838408404302,-0.02314857371120041,-0.0008726091481163767,0.022670804153246016,0.04447982794429972,0.058404767360344466,0.0855902127521728,0.04736666666666667,0.04736666666666667,0.001226418438048444,0.04496288652809172,0.04977044680524162,30000,0.0,-0.056640321726841414,0.0,1.0,0.04679,0.04679,0.0,1.0
2012-12-28,0.007861461987940384,garch,0.0,1.1432860172347374,0.0,0.035157526815130666,0.04972025124145355,0.07031505363026133,-0.042635289218346646,-0.02795762969161929,-0.021360876714294794,-0.011094152040798971,-7.585034572765714e-06,0.011232964492775999,0.02225320608824051,0.029424566133088623,0.044490473082279686,0.049133333333333334,0.049133333333333334,0.001247921590604272,0.04668740701574896,0.05157925965091771,30000,0.0,0.0064401031590115565,-0.00536996968048578,1.0161577893215692,-0.058666034068243736,-0.04022982359974152,-0.031002348634535815,-0.016391115246229354,-0.00043532517860739306,0.016034019992085424,0.031580659165977173,0.041203367975207274,0.06019180477180376,0.047933333333333335,0.047933333333333335,0.001233365705280864,0.04551593655098284,0.05035073011568383,30000,0.0,-0.026146812753594206,0.0,1.0,-0.08004608101168481,-0.05639804182417093,-0.04370933094242102,-0.023154493874820603,-0.00025497740805785485,0.022918037761442966,0.0451026695843989,0.05850693077464592,0.08634999974561644,0.0467,0.0467,0.0012181832100851388,0.04431236090823313,0.04908763909176687,30000,0.0,-0.03563125620341068,0.0,1.0,0.048286666666666665,0.048286666666666665,0.0,1.0
2012-12-31,0.007849527602838337,garch,0.0,1.0589194105341397,0.0,0.035104154622414986,0.04964477156266145,0.07020830924482997,-0.04243266428171255,-0.027974467990568762,-0.02140923194835731,-0.011100618754821295,-0.00014400175201717547,0.010857410138102541,0.021591160372174508,0.028364612426895038,0.04334198708864156,0.04733333333333333,0.04733333333333333,0.0012260082774175288,0.044930357109594976,0.04973630955707169,30000,0.0,-0.013166595546080573,-0.006553303013819113,1.019710215510954,-0.057733668502816735,-0.04022635766591118,-0.03106942195431789,-0.016241660954994963,-0.00022444724499959268,0.015853233820098622,0.031171035811593594,0.040863804983998525,0.06086062820594288,0.047066666666666666,0.047066666666666666,0.0012227209487526247,0.04467013360711152,0.04946319972622181,30000,0.0,-0.026896979463752246,0.0,1.0,-0.08050751431925249,-0.056165112224766195,-0.043624385054494084,-0.022936715263171176,-9.394761185865796e-05,0.023134267530549535,0.04511885893539038,0.05896083905900297,0.08699047467505679,0.047466666666666664,0.047466666666666664,0.0012276479167120382,0.045060476749911066,0.04987285658342226,30000,0.0,-0.046137500881089366,0.0,1.0,0.047279999999999996,0.047279999999999996,0.0,1.0
2013-01-01,0.007830286825365714,garch,0.0,1.034864247022674,0.0,0.03501810724967752,0.049523082201129554,0.07003621449935504,-0.04178785953641479,-0.028237576079188687,-0.021541845292470163,-0.011039793406676907,2.511366090107714e-05,0.011212794814177973,0.02186594415396833,0.02868310479098167,0.04351160166664001,0.0493,0.0493,0.0012499267978565785,0.0468501434762011,0.05174985652379889,30000,0.0,-0.01589809964840827,-0.007635559914929011,1.0229338745799637,-0.05892920292741934,-0.039669393103525144,-0.030859700646758935,-0.01636884666234617,-0.00028849713081402495,0.015778463053887304,0.030909939401118525,0.0408622581554764,0.06039519520472168,0.047233333333333336,0.047233333333333336,0.0012247767899438596,0.04483277082504337,0.0496338958416233,30000,0.0,-0.022400794034621918,0.0,1.0,-0.07958387725473128,-0.055895407890970264,-0.04375319885827471,-0.023059902841881308,-0.0003192294557891606,0.023292921448927917,0.045368707358725564,0.058030748914834306,0.08604603722891681,0.045066666666666665,0.045066666666666665,0.0011977153560316716,0.04271914456884459,0.04741418876448874,30000,0.0,-0.033451447989956584,0.0,1.0,0.04783333333333333,0.04783333333333333,0.0,1.0
