date,sigma_garch_1d,sigma_source,thr_5,thr_10,thr_20,p_raw_5,p_cal_5,mc_se_5,ci_low_5,ci_high_5,paths_used_5,y_5,realized_return_5,calib_a_5,calib_b_5,p_raw_10,p_cal_10,mc_se_10,ci_low_10,ci_high_10,paths_used_10,y_10,realized_return_10,calib_a_10,calib_b_10,p_raw_20,p_cal_20,mc_se_20,ci_low_20,ci_high_20,paths_used_20,y_20,realized_return_20,calib_a_20,calib_b_20,risk_combo,p_meta20,meta_a,meta_b
2011-06-30,0.034117268009553975,gjr_garch,0.15257706095188328,0.2157765489051797,0.30515412190376656,0.05574,0.05574,0.0007254864051103922,0.05431804664598363,0.057161953354016366,100000,0.0,-0.010985056053839926,0.0,1.0,0.06013,0.06013,0.0007517604877884977,0.058656549443934544,0.06160345055606546,100000,0.0,-0.05320957502257273,0.0,1.0,0.06162,0.06162,0.0007604142002882377,0.06012958816743506,0.06311041183256495,100000,0.0,-0.0329557206247475,0.0,1.0,0.058233,0.058233,0.0,1.0
2011-07-01,0.03338219555583147,gjr_garch,0.1492897170020611,0.211127542507156,0.2985794340041222,0.05616,0.05616,0.000728052569530525,0.054733016963720175,0.05758698303627983,100000,0.0,-0.023087697128927775,0.0,1.0,0.06087,0.06087,0.0007560743554704127,0.05938809426327799,0.06235190573672201,100000,0.0,-0.06168192407704576,0.0,1.0,0.06514,0.06514,0.0007803638920401174,0.06361048677160137,0.06666951322839863,100000,0.0,-0.008614923640855698,0.0,1.0,0.059369000000000005,0.059369000000000005,0.0,1.0
2011-07-05,0.03278825835747647,gjr_garch,0.146633549102286,0.20737115383935403,0.293267098204572,0.05897,0.05897,0.0007449331453224512,0.057509931035168,0.060430068964832,100000,0.0,-0.03328773599262458,0.0,1.0,0.0631,0.0631,0.0007688848418326375,0.061592985710008034,0.06460701428999198,100000,0.0,-0.04289668213687159,0.0,1.0,0.06716,0.06716,0.0007915145886210816,0.06560863140630267,0.06871136859369732,100000,0.0,-0.061770753458214256,0.0,1.0,0.061847,0.061847,0.0,1.0
2011-07-06,0.03231373697204127,gjr_garch,0.14451142495306502,0.20437001708648625,0.28902284990613003,0.05863,0.05863,0.0007429167052907075,0.05717388325763022,0.060086116742369786,100000,0.0,-0.011050093886558976,0.0,1.0,0.06649,0.06649,0.0007878393230856149,0.06494583492675218,0.0680341650732478,100000,0.0,-0.009323206061593647,0.0,1.0,0.07121,0.07121,0.0008132597119002022,0.0696160109646756,0.0728039890353244,100000,0.0,-0.06077381838497087,0.0,1.0,0.06350399999999999,0.06350399999999999,0.0,1.0
2011-07-07,0.03300235364082311,gjr_garch,0.1475910123167363,0.208725211302703,0.2951820246334726,0.05808,0.05808,0.0007396398691255089,0.056630305856514004,0.059529694143485995,100000,0.0,-0.07130826662294454,0.0,1.0,0.06283,0.06283,0.0007673486241598404,0.061325996696646706,0.06433400330335329,100000,0.0,-0.03464527507483506,0.0,1.0,0.06678,0.06678,0.0007894329078522126,0.06523271150060966,0.06832728849939035,100000,0.0,-0.16750757733822974,0.0,1.0,0.061245,0.061245,0.0,1.0
2011-07-08,0.03367199045908195,gjr_garch,0.1505857192084632,0.21296036640431534,0.3011714384169264,0.05575,0.05575,0.0007255476379949148,0.05432792662952997,0.05717207337047003,100000,0.0,-0.042693509564433296,-0.002787,1.0078863837378267,0.05986,0.05986,0.0007501785147549881,0.05838965011108022,0.06133034988891977,100000,0.0,0.016660849991028348,0.0,1.0,0.06325,0.06325,0.0007697365620782217,0.061741316338326684,0.06475868366167331,100000,0.0,-0.15862561688777788,0.0,1.0,0.058483,0.058483,0.0,1.0
2011-07-11,0.03320894332536867,gjr_garch,0.14851490947292453,0.2100317991912223,0.29702981894584907,0.05677,0.05677,0.0007317592985401689,0.05533575177486127,0.058204248225138734,100000,0.0,-0.0395063372983353,-0.004772555841571826,1.0134891297074047,0.06139,0.06139,0.0007590867401028686,0.05990218998939838,0.06287781001060162,100000,0.0,0.004938102941195899,0.0,1.0,0.065,0.065,0.0007795832219846705,0.06347201688491005,0.06652798311508995,100000,0.0,-0.1661375729455209,0.0,1.0,0.059802,0.059802,0.0,1.0
2011-07-12,0.032546721299598944,gjr_garch,0.1455533625412871,0.20584353935489622,0.2911067250825742,0.05852,0.05852,0.0007422628213779806,0.05706516487009916,0.059974835129900844,100000,0.0,-0.009939820256768428,-0.006474873110277437,1.0182044569230762,0.06454,0.06454,0.0007770108647889036,0.06301705870501374,0.06606294129498626,100000,0.0,-0.0060346052249214965,0.0,1.0,0.06788,0.06788,0.0007954389077735637,0.0663209397407638,0.06943906025923618,100000,0.0,-0.11040094057270988,0.0,1.0,0.062198,0.062198,0.0,1.0
2011-07-13,0.032419371311755284,gjr_garch,0.1449838360817827,0.20503810731173477,0.2899676721635654,0.05884,0.05884,0.0007441629821484001,0.05738144055498914,0.06029855944501087,100000,0.0,0.0017461833145342442,-0.007940623110277437,1.0222735104742144,0.06396,0.06396,0.0007737513709196257,0.06244344731299754,0.06547655268700248,100000,0.0,-0.03491586191016516,0.0,1.0,0.06863,0.06863,0.0007994993627264502,0.06706298124905616,0.07019701875094383,100000,0.0,-0.16829590914352477,0.0,1.0,0.062334,0.062334,0.0,1.0
2011-07-14,0.03364153188199732,gjr_garch,0.15044950431074489,0.21276772944856484,0.30089900862148977,0.05594,0.05594,0.0007267098210427598,0.054515648750756186,0.05736435124924381,100000,0.0,0.039478106922293366,-0.009239331391609314,1.0258918402853499,0.05908,0.05908,0.0007455840234339789,0.0576186553140694,0.0605413446859306,100000,0.0,0.02028232778524508,0.0,1.0,0.06138,0.06138,0.0007590289559694018,0.05989230324629997,0.06286769675370002,100000,0.0,-0.08366534690220617,0.0,1.0,0.05797,0.05797,0.0,1.0
