Date,Close,High,Low,Open,Volume
2000-01-03,0.8384961485862732,0.8427094684002031,0.761715825894181,0.7855927716874216,535796800
2000-01-04,0.7678024172782898,0.8286642173561036,0.7579706056915169,0.8108739750416878,512377600
2000-01-05,0.7790378332138062,0.8281960930294838,0.7715475598760808,0.7771652523778337,778321600
2000-01-06,0.7116209864616394,0.8015101437223386,0.7116209864616394,0.7949561375143657,767972800
2000-01-07,0.745329737663269,0.7565660199084833,0.7153670017601026,0.7228572731851438,460734400
2000-01-10,0.7322210073471069,0.7659289077536736,0.709748540343719,0.764056327185451,505064000
2000-01-11,0.69476717710495,0.7443935897781814,0.6779132511430472,0.7186441181182193,441548800
2000-01-12,0.6531001329421997,0.715367211015969,0.6479496978486348,0.7116211991000301,976068800
2000-01-13,0.7247299551963806,0.7397113512861003,0.6928946322734421,0.7077585638885455,1032684800
2000-01-14,0.7523519992828369,0.7659289212290572,0.7443935692324917,0.7490749957323325,390376000
2000-01-18,0.778569757938385,0.7940201131713306,0.7523521249578253,0.7565662446144601,459177600
2000-01-19,0.798233151435852,0.8146189672762619,0.7743562140114484,0.7912101874462439,597643200
2000-01-20,0.8502005338668823,0.910126022971567,0.8502005338668823,0.8651818811399705,1831132800
2000-01-21,0.8338146805763245,0.8558182441758555,0.8253872912646885,0.8558182441758555,495924800
2000-01-24,0.7958924770355225,0.8445817177857131,0.7874650401191825,0.812278243148938,440876800
2000-01-25,0.8408365845680237,0.847391491302298,0.7668659807586484,0.7865288007276031,497145600
2000-01-26,0.8253872394561768,0.8553500327508506,0.822110285530002,0.8239828163431979,367158400
2000-01-27,0.8239827752113342,0.8464552941129416,0.8015103063158883,0.8150872291663448,340144000
2000-01-28,0.7612476944923401,0.8305369453799768,0.753757420128263,0.8104060110500805,423348800
2000-01-31,0.7771652936935425,0.7781016091643873,0.7078760986228451,0.7565662533226218,701680000
2000-02-01,0.7509477138519287,0.7865290544426651,0.7490751827893155,0.7790379300688013,318035200
