date,sigma_garch_1d,sigma_source,delta_sigma,vol_ratio,vol_of_vol,thr_5,thr_10,thr_20,q01_5,q05_5,q10_5,q25_5,q50_5,q75_5,q90_5,q95_5,q99_5,p_raw_5,p_cal_5,mc_se_5,ci_low_5,ci_high_5,paths_used_5,y_5,realized_return_5,calib_a_5,calib_b_5,q01_10,q05_10,q10_10,q25_10,q50_10,q75_10,q90_10,q95_10,q99_10,p_raw_10,p_cal_10,mc_se_10,ci_low_10,ci_high_10,paths_used_10,y_10,realized_return_10,calib_a_10,calib_b_10,q01_20,q05_20,q10_20,q25_20,q50_20,q75_20,q90_20,q95_20,q99_20,p_raw_20,p_cal_20,mc_se_20,ci_low_20,ci_high_20,paths_used_20,y_20,realized_return_20,calib_a_20,calib_b_20,risk_combo,p_meta20,meta_a,meta_b
2012-12-19,0.004279434651378224,gjr_garch,0.0,0.9638439952354257,0.0,0.019138213571499647,0.027065521192407634,0.038276427142999295,-0.048231507827173704,-0.018308161767799692,-0.012067549456767534,-0.005119054483347013,0.0008269919687690086,0.006633790013462704,0.012411689465063639,0.016471608174268935,0.029015857596454808,0.07866666666666666,0.07866666666666666,0.0015543296756932684,0.07562018050230786,0.08171315283102547,30000,0.0,0.0011646377912719608,0.0,1.0,-0.0676603246129407,-0.030897169311177614,-0.01905613258093176,-0.007318452795877034,0.001552821365919832,0.009679471008277596,0.017976989891593485,0.02446013728744849,0.0443770339872378,0.0984,0.0984,0.0017196650836718177,0.09502945643600325,0.10177054356399676,30000,0.0,-0.017819733648644753,0.0,1.0,-0.09306902726762653,-0.05102541038913113,-0.031349845377204776,-0.011268009023170988,0.0028739193429203613,0.015167915515387709,0.027348577514729116,0.03688824033198785,0.06328708074834234,0.12253333333333333,0.12253333333333333,0.0018931359834549264,0.11882278680576167,0.126243879860905,30000,0.0,0.005113107971571829,0.0,1.0,0.09336,0.09336,0.0,1.0
2012-12-20,0.00494996117119165,gjr_garch,0.0,0.8056416442756917,0.0,0.02213689932953801,0.03130630326072053,0.04427379865907602,-0.05320045381001241,-0.02058048372071287,-0.013864590434411461,-0.005967943383816815,0.000944108517341502,0.007497703477781614,0.013911238973781393,0.01857944401559301,0.03210347296750588,0.07476666666666666,0.07476666666666666,0.001518514759254606,0.07179037773852763,0.0777429555948057,30000,0.0,0.0008465119624256889,0.0,1.0,-0.07212775570301225,-0.03362374592974333,-0.021663980566760853,-0.008453023485143374,0.0015674057538729302,0.010833996446397431,0.02032085056522511,0.027380258691602863,0.04628220323910036,0.0912,0.0912,0.0016621528208922308,0.08794218047105123,0.09445781952894877,30000,0.0,-0.020150997418094896,0.0,1.0,-0.0982558876492807,-0.05371313906445087,-0.034282751629395154,-0.012610480867711688,0.0030888522253011974,0.016679672613941265,0.03027812366277372,0.0401738338853323,0.06910088456429307,0.10723333333333333,0.10723333333333333,0.001786377578187728,0.10373203328008539,0.11073463338658128,30000,0.0,0.012209429416314865,0.0,1.0,0.08619,0.08619,0.0,1.0
2012-12-21,0.004566808795743882,gjr_garch,0.0,0.8733964479865605,0.0,0.020423389815054545,0.028883034866082676,0.04084677963010909,-0.04930717714711765,-0.019429879095422375,-0.01287297228686909,-0.005455127538974369,0.0010250416010284535,0.006926178514628567,0.012830470615462167,0.017281456814132238,0.02906160032458172,0.07783333333333334,0.07783333333333334,0.0015467741222250858,0.07480165605377218,0.0808650106128945,30000,0.0,-0.0010823029742563772,0.0,1.0,-0.07009765772853803,-0.0330108944012426,-0.020620306509509266,-0.008004177696461251,0.001752976484087121,0.01034662241047346,0.019177894305087567,0.025533319277488017,0.04407827846279533,0.09636666666666667,0.09636666666666667,0.0017037227104414832,0.09302737015420136,0.09970596317913198,30000,0.0,-0.009593858783300435,0.0,1.0,-0.09334314120314552,-0.0515685513949907,-0.03209433950866153,-0.01137579676884673,0.0032932515702905896,0.015963102880515,0.02877208400400772,0.03849996939057457,0.06685522454625409,0.1157,0.1157,0.001846740461822758,0.1120803886948274,0.1193196113051726,30000,0.0,0.014656867310051558,0.0,1.0,0.09096666666666667,0.09096666666666667,0.0,1.0
2012-12-24,0.004204964027847819,gjr_garch,0.0,0.9413033172189202,0.0,0.018805170818418086,0.02659452761414961,0.03761034163683617,-0.04984272567314212,-0.017734268344906306,-0.01154934832879878,-0.004894146722012993,0.0009983162239441956,0.006613658561921476,0.012189887539777683,0.016273067105073022,0.027589914302697426,0.0774,0.0774,0.0015428246821982076,0.07437606362289151,0.08042393637710848,30000,0.0,-0.00316251570870707,0.0,1.0,-0.07062034430027268,-0.03012525634552072,-0.01849871928044522,-0.007103562566217303,0.0017170126369020489,0.009695383897951437,0.017630389152216517,0.023594241411043892,0.04078038007615216,0.09573333333333334,0.09573333333333334,0.001698709924444844,0.09240386188142144,0.09906280478524523,30000,0.0,-0.02054963936239862,0.0,1.0,-0.09151790690992194,-0.04968255494477144,-0.030829913104394757,-0.01092137146506697,0.003038014576126291,0.015193477028425828,0.026982729090821358,0.03586638548085966,0.06262109542921739,0.12096666666666667,0.12096666666666667,0.0018826730307572638,0.11727662752638243,0.1246567058069509,30000,0.0,0.012634715531134155,0.0,1.0,0.09161333333333332,0.09161333333333332,0.0,1.0
2012-12-25,0.0044588879984048145,gjr_garch,0.0,0.8921325962193398,0.0,0.019940753336982277,0.02820048381309689,0.039881506673964555,-0.049730744857856,-0.019025886476225922,-0.012571284832466445,-0.005274492816067039,0.0009147195210753578,0.00676139951428395,0.01281676435742265,0.01708371961955226,0.03055134841333661,0.07946666666666667,0.07946666666666667,0.0015615346677286797,0.07640605871791846,0.08252727461541488,30000,0.0,-0.008115513373399441,0.0,1.0,-0.06960540900747697,-0.031332399225127254,-0.01947908239712772,-0.007898333569524574,0.0015209176288093484,0.010229433167874058,0.01873797369378665,0.02496915852785345,0.043405815921282176,0.09543333333333333,0.09543333333333333,0.0016963275255899358,0.09210853138317705,0.0987581352834896,30000,0.0,-0.02222689932767441,0.0,1.0,-0.09429034024161391,-0.05109821182948136,-0.03198966019902527,-0.011724006678546867,0.002926917635599713,0.01568943800792627,0.02852463381862365,0.03790675224005984,0.06617520177663726,0.11886666666666666,0.11886666666666666,0.0018684876435433213,0.11520443088532176,0.12252890244801157,30000,0.0,-0.0030877543936680407,0.0,1.0,0.09213666666666667,0.09213666666666667,0.0,1.0
2012-12-26,0.004110521715562212,gjr_garch,0.0,0.9595432093059358,0.0,0.018382811957972322,0.025997221985518768,0.036765623915944644,-0.05001408593293321,-0.017705670913165487,-0.011570582732013312,-0.004838883625517931,0.0009341901144475084,0.006398439894607644,0.011809680111564249,0.01583542460929581,0.028174573085105813,0.0802,0.0802,0.0015680982112099993,0.0771265275060284,0.08327347249397159,30000,1.0,-0.018962287243583842,-0.003933333333333333,1.0096783693607903,-0.06907679023446771,-0.030178834122630355,-0.018858467295370617,-0.007213187297168244,0.001618492808021732,0.009648421718286726,0.01760809529604448,0.023284293719321843,0.04168629864601898,0.10096666666666666,0.10096666666666666,0.0017394673407769487,0.09755731067874385,0.10437602265458948,30000,0.0,-0.022351051686941847,0.0,1.0,-0.09367727747943526,-0.050231170627100225,-0.03078547905391551,-0.010842470094984735,0.0030584882601120134,0.015041874118560783,0.02643827959465358,0.03519606535882585,0.060921293690376015,0.12346666666666667,0.12346666666666667,0.0018993213602836224,0.11974399680051077,0.12718933653282258,30000,0.0,-0.009378179444958445,0.0,1.0,0.09508333333333333,0.09508333333333333,0.0,1.0
2012-12-27,0.004932008038861873,gjr_garch,0.0,0.8248758886837129,0.0,0.022056610480941145,0.031192757682127523,0.04411322096188229,-0.05134233408872212,-0.020686919212699058,-0.013864623565553501,-0.006081144042310499,0.0007121615262575265,0.007134862455771662,0.013887282304066398,0.018453833429117442,0.030942578653166478,0.0751,0.0751,0.0015216218321251833,0.07211762120903464,0.07808237879096536,30000,0.0,-0.020979749771370404,-0.0065767341836690425,1.0163283036363493,-0.07167238098091434,-0.033079623467240846,-0.021168737263504746,-0.008527359403681045,0.0017111066736072988,0.011014457568201186,0.020284756153396293,0.027296164926802532,0.04604281116834209,0.0885,0.0885,0.0016397941944036756,0.08528600337896879,0.0917139966210312,30000,0.0,-0.013298799600373723,0.0,1.0,-0.09682537303830416,-0.05315925937318663,-0.03396068159256864,-0.012820101133077966,0.0029699119488517667,0.01652609623741269,0.030388735738159093,0.04076491584310293,0.06830131409692443,0.1086,0.1086,0.001796348518523062,0.1050791569036948,0.1121208430963052,30000,0.0,-0.014919777567614423,0.0,1.0,0.08582000000000001,0.08582000000000001,0.0,1.0
2012-12-28,0.004753837351591056,gjr_garch,0.0,0.8625700885370745,0.0,0.02125980694427034,0.030065907314020823,0.04251961388854068,-0.05049846152422527,-0.019943533266596813,-0.013255357735936257,-0.00556989720970269,0.0009047384335282294,0.007261895776627336,0.013735852331599204,0.018382750874524567,0.03225994904656514,0.0785,0.0785,0.0015528226986147944,0.075456467510715,0.081543532489285,30000,0.0,-0.008520777872278229,-0.008823588981265337,1.021882879621539,-0.07065563470527335,-0.03316067696835506,-0.020873039041717976,-0.008326740047015252,0.0015704042798795337,0.010763088053939107,0.01998423446582822,0.026725207968438445,0.04565503707632594,0.0946,0.0946,0.0016896828104706516,0.09128822169147753,0.09791177830852248,30000,0.0,-0.01076914357744041,0.0,1.0,-0.09557913643014783,-0.05282361531490236,-0.03371195496851803,-0.012105808618429248,0.0030053264253738776,0.01623699857410671,0.029419512504644304,0.03902259796643903,0.06807299086354217,0.11153333333333333,0.11153333333333333,0.0018174492096423574,0.10797113288243432,0.11509553378423235,30000,0.0,-0.007043047315618667,0.0,1.0,0.08993666666666666,0.08993666666666666,0.0,1.0
2012-12-31,0.004531771682737387,gjr_garch,0.0,0.9032081562917261,0.0,0.020266699082218818,0.02866144070660821,0.040533398164437635,-0.05116313605420867,-0.01947039208854987,-0.012714959622465272,-0.005530190096732696,0.0008329227071416367,0.006812290181872793,0.012789347089580225,0.016981911588815225,0.02970334684336738,0.07606666666666667,0.07606666666666667,0.0015305829922929027,0.07306672400177258,0.07906660933156076,30000,0.0,-0.017442285154488313,-0.010758588981265336,1.0266782140182107,-0.07184456971121946,-0.032002316995689346,-0.01987610224239581,-0.007835779291930633,0.0016337926605398678,0.010328319422525878,0.01877135786084994,0.02520465555805361,0.04439379735613351,0.0944,0.0944,0.0016880821465003807,0.09109135899285925,0.09770864100714075,30000,0.0,0.00259769671462573,0.0,1.0,-0.09213191296739061,-0.05141926659787999,-0.032652946018037185,-0.011937610227779893,0.003066542073554168,0.016025646198597532,0.02910775793083181,0.038134639201811496,0.06582390874797042,0.11653333333333334,0.11653333333333334,0.0018525056505136995,0.11290242225832649,0.12016424440834018,30000,0.0,-0.01175361049020085,0.0,1.0,0.08966,0.08966,0.0,1.0
2013-01-01,0.0042259497083090465,gjr_garch,0.0,0.959364095278447,0.0,0.018899021634548874,0.026727252711161557,0.03779804326909775,-0.04904062158317634,-0.017690158637979812,-0.011751602538110107,-0.00498301084375849,0.0008230387751499979,0.0065864047454419206,0.012264354325294673,0.01623899034277708,0.028449728911364842,0.0775,0.0775,0.001543737348126293,0.07447427479767246,0.08052572520232754,30000,0.0,-0.014226844097812053,-0.01253551766738517,1.031031006186865,-0.0679021146723645,-0.030243101457949215,-0.018852997658792604,-0.007305229387347234,0.001787165981495642,0.009901769673087646,0.018028820451546124,0.023964316441369773,0.04239506634260828,0.0975,0.0975,0.001712636855845395,0.09414323176254302,0.10085676823745698,30000,0.0,-0.004263359898072805,0.0,1.0,-0.08960508159488906,-0.049101781834086686,-0.030958157307341583,-0.010999571237832462,0.0031376034100241146,0.015372997712661707,0.02757295391376789,0.03668046906687736,0.06345908190746494,0.12136666666666666,0.12136666666666666,0.0018853540683285363,0.11767137269274273,0.1250619606405906,30000,0.0,0.0015003448722055168,0.0,1.0,0.09227333333333333,0.09227333333333333,0.0,1.0
