date,sigma_garch_1d,sigma_source,thr_5,thr_10,thr_20,p_raw_5,p_cal_5,mc_se_5,ci_low_5,ci_high_5,paths_used_5,y_5,realized_return_5,calib_a_5,calib_b_5,p_raw_10,p_cal_10,mc_se_10,ci_low_10,ci_high_10,paths_used_10,y_10,realized_return_10,calib_a_10,calib_b_10,p_raw_20,p_cal_20,mc_se_20,ci_low_20,ci_high_20,paths_used_20,y_20,realized_return_20,calib_a_20,calib_b_20,risk_combo,p_meta20,meta_a,meta_b
2014-05-28,0.006445301622234831,garch,0.028824265125613504,0.040763666666080445,0.05764853025122701,0.047285,0.03182539236743676,0.0004746005097711127,0.046354783000848616,0.048215216999151385,200000,0.0,0.009457619308626208,-0.04124840607033107,1.1234637834554237,0.047265,0.02988235500563781,0.0004745051094298143,0.04633496998551757,0.048195030014482436,200000,0.0,0.018497329984866306,-0.047578784183637375,1.1428314058906026,0.04712,0.029217221716559424,0.00047381275626559485,0.04619132699771944,0.048048673002280565,200000,0.0,0.026842637907899425,-0.04926427591164614,1.1487594696185714,0.030720847028721607,0.02110726518818384,-0.03453027844097291,1.101594095607984
2014-05-29,0.0064526411861641755,garch,0.028857088653355945,0.040810086144178734,0.05771417730671189,0.047855,0.032252920352375876,0.0004773096425539715,0.04691947310059422,0.04879052689940579,200000,0.0,0.010812812872987188,-0.04128342051683675,1.123568591794678,0.04729,0.02989127854713329,0.0004746243562018283,0.04635973626184441,0.048220263738155585,200000,0.0,0.00608259507508957,-0.047611381833951076,1.1429292861645304,0.045705,0.028184524456263522,0.0004669906475241233,0.04478969833085272,0.04662030166914728,200000,0.0,0.020827172428102836,-0.04929550008876435,1.1488539681379162,0.03073074863158063,0.021108620544795006,-0.03455363782547717,1.101674441191022
2014-05-30,0.006197218336184035,garch,0.027714802942231293,0.03919465019940126,0.055429605884462586,0.04892,0.033062990012366685,0.0004823216437192094,0.047974649578310345,0.04986535042168965,200000,0.0,0.01401254327553958,-0.04131824746152041,1.123672992440379,0.047025,0.029687078938142278,0.0004733584760781199,0.04609721738688688,0.047952782613113115,200000,0.0,0.007525326427574974,-0.04764366906587863,1.1430264968100714,0.04671,0.028902073880285397,0.0004718483649436543,0.04578517720471044,0.047634822795289564,200000,0.0,0.021166341862146387,-0.04932721716503558,1.1489494976210566,0.03121803346368311,0.021475036139600848,-0.034577247117619156,1.1017554016295945
2014-06-02,0.00595842018401916,garch,0.026646865139947296,0.03768435807564031,0.05329373027989459,0.047925,0.032285003698271045,0.00047764104919384805,0.04698882354358006,0.04886117645641994,200000,0.0,0.013893201086935036,-0.04135360280157937,1.1237784688366814,0.047505,0.030030648045928473,0.00047564837314449,0.0465727291886368,0.048437270811363196,200000,0.0,0.007205783655925391,-0.04767589845822367,1.1431235693512578,0.046435,0.028694223136942077,0.00047052518941603967,0.04551277062874456,0.04735722937125544,200000,0.0,0.019480939525970964,-0.04935832425418022,1.1490437159129632,0.03089054089030248,0.021218282609837595,-0.03460047943845717,1.1018354047233885
2014-06-03,0.005738226056428055,garch,0.02566212706486735,0.03629172813447707,0.0513242541297347,0.047935,0.03228193197079373,0.00047768837004369283,0.04699873079471436,0.04887126920528564,200000,0.0,0.014522554431765755,-0.04138813070046506,1.1238822102048298,0.04633,0.029158552139415466,0.0004700187820715254,0.045408763187139815,0.04725123681286019,200000,0.0,0.010529132515455286,-0.04770867047732847,1.1432217665431224,0.046655,0.028844488923659303,0.0004715840909901436,0.04573069518165932,0.04757930481834068,200000,0.0,0.02683667756661201,-0.049389840661961136,1.1491387894061273,0.030657429411953364,0.021033957397407956,-0.034623965127178254,1.1019160325031458
2014-06-04,0.005592163605061616,garch,0.02500891592443612,0.035367948080586034,0.05001783184887224,0.047925,0.03226347136078413,0.00047764104919384805,0.04698882354358006,0.04886117645641994,200000,0.0,0.00895501752954364,-0.04142269312141548,1.12398600539516,0.04781,0.03023608877309143,0.00047709644674845354,0.04687489096437303,0.04874510903562697,200000,0.0,0.015891142176266415,-0.0477413522322219,1.1433197582226653,0.046015,0.028373157773801092,0.0004684955697495975,0.04509674868329079,0.04693325131670921,200000,0.0,0.025804001812379074,-0.049420961022458784,1.1492330054948707,0.03087719386707971,0.021195673658532248,-0.034646951934988755,1.1019953938908316
2014-06-05,0.005954591896337425,garch,0.02662974451695973,0.03766014585841501,0.05325948903391946,0.04858,0.03275679617028724,0.00048072852838166365,0.047637772084371935,0.04952222791562806,200000,0.0,-0.004679617964530203,-0.04145771187413529,1.1240907304364476,0.0476,0.030071940277680207,0.00047609998949800454,0.046666844020583916,0.04853315597941609,200000,0.0,0.010439693780748716,-0.04777425622523848,1.1434181987259144,0.045695,0.028133555306042418,0.0004669420037595675,0.04477979367263125,0.04661020632736875,200000,0.0,0.024169297309118987,-0.049452660287346926,1.149328435257728,0.031026691229656164,0.02130374055798257,-0.034669998653387366,1.102074895210192
2014-06-06,0.0060045758349809904,garch,0.02685327948614011,0.03797627204349456,0.05370655897228022,0.049095,0.033142696020842195,0.00048313911544709356,0.048148047333723694,0.050041952666276306,200000,0.0,-0.006397570612893255,-0.04149360201534857,1.1241972312675057,0.04682,0.02948966811095653,0.0004723763732448946,0.04589414230844001,0.04774585769155999,200000,0.0,0.0076717387091447264,-0.047806509984519685,1.1435152581596177,0.04623,0.02851076972567277,0.00046953587243148956,0.04530970969003428,0.04715029030996572,200000,0.0,0.015745670434660575,-0.049483707208917246,1.1494224642582684,0.03112040238884261,0.02136915448612169,-0.0346931679912593,1.1021546941796088
2014-06-09,0.0057809123868005075,garch,0.025853026137712988,0.03656170019233982,0.051706052275425976,0.048835,0.03293113019756612,0.0004819239710524888,0.047890429016737124,0.04977957098326288,200000,0.0,-0.006595780920357619,-0.0415286389025968,1.1243019567520807,0.046615,0.02932996652864782,0.00047139177853988923,0.045691072114061815,0.04753892788593818,200000,0.0,0.006333044498108675,-0.04783956594226947,1.1436139830287404,0.045925,0.028281856769940824,0.00046805926107171514,0.04500760384829944,0.04684239615170056,200000,0.0,0.008182499103072116,-0.04951540745858588,1.1495178651231097,0.030920926411365568,0.02121049468038662,-0.034716571012569385,1.1022350687641609
2014-06-10,0.005572944770029127,garch,0.02492296668127412,0.03524639749523063,0.04984593336254824,0.047455,0.03185896815643741,0.00047541046988365743,0.04652319547902803,0.048386804520971965,200000,0.0,-0.003936257403904797,-0.041563664070892,1.1244066395331773,0.047135,0.029701911416445004,0.0004738844362025409,0.046206186505043025,0.04806381349495698,200000,0.0,0.00016859185276052457,-0.04787204749405325,1.1437114894791984,0.046805,0.02890855047843964,0.00047230441441405136,0.04587928334774846,0.04773071665225154,200000,0.0,0.012600047774048884,-0.04954681423372017,1.1496126290737294,0.030621767598840135,0.02097599839367572,-0.03473992428545517,1.102315307075003
2014-06-11,0.00555216228524274,garch,0.02483002458382669,0.03511495752050507,0.04966004916765338,0.047495,0.03187889728682281,0.00047560080411517393,0.04656282242393426,0.048427177576065746,200000,0.0,0.006874562816195695,-0.041598660839497155,1.1245112451028665,0.047405,0.02989075395344551,0.0004751724212062396,0.046473662054435774,0.04833633794556423,200000,0.0,0.008193745508549455,-0.04790445122506808,1.1438088162476625,0.046885,0.02895764053936911,0.0004726880407573266,0.04595853144011564,0.047811468559884364,200000,0.0,0.012111486534978066,-0.0495776451575802,1.1497061513011195,0.03069820293731888,0.02102822189924591,-0.034762735086909094,1.1023941672020034
